company_id,employee_count,follower_count,time_recorded
1264,3543,130651,1692684527.0
9185,19759,114381,1692684528.0
9185,19759,114381,1692684528.0
9185,19759,114381,1692684528.0
9185,19759,114381,1692684528.0
35504315,3785,18526,1692684529.0
6978821,705,380769,1692684529.0
9185,19759,114381,1692684529.0
9185,19759,114381,1692684529.0
35504315,3785,18526,1692684530.0
1177302,964,27592,1692684530.0
1264,3543,130651,1692684530.0
1264,3543,130651,1692684530.0
1400,31271,1697119,1692684531.0
36879,1102,7666,1692684531.0
36879,1102,7666,1692684531.0
808034,18302,90008,1692684531.0
808034,18302,90008,1692684531.0
808034,18302,90008,1692684531.0
808034,18302,90008,1692684532.0
80862575,437,1560,1692684532.0
9185,19759,114381,1692684532.0
1262,65850,2104220,1692684532.0
808034,18302,90008,1692684532.0
808034,18302,90008,1692684532.0
3690818,1889,14225,1692684533.0
73013724,251,28671,1692684533.0
9185,19759,114381,1692684533.0
9185,19759,114381,1692684533.0
36879,1102,7666,1692684534.0
22980,713,5279,1692684534.0
808034,18302,90008,1692684534.0
808034,18302,90008,1692684534.0
808034,18302,90008,1692684534.0
94355,1032,22290,1692684534.0
94355,1032,22290,1692684535.0
230495,69,3060,1692684535.0
36879,1102,7666,1692684535.0
113254,2949,44877,1692684535.0
808034,18302,90008,1692684535.0
808034,18302,90008,1692684535.0
1075434,15907,124632,1692684536.0
808034,18302,90008,1692684536.0
80862575,437,1560,1692684536.0
73013724,251,28671,1692684536.0
107457,727,7206,1692684536.0
808034,18302,90008,1692684536.0
808034,18302,90008,1692684537.0
808034,18302,90008,1692684537.0
808034,18302,90008,1692684537.0
808034,18302,90008,1692684537.0
80862575,437,1560,1692684538.0
80862575,437,1560,1692684538.0
94355,1032,22290,1692684538.0
94355,1032,22290,1692684538.0
18270206,47,611,1692684538.0
94355,1032,22290,1692684538.0
94355,1032,22290,1692684539.0
49223,1405,8126,1692684539.0
49223,1405,8126,1692684539.0
12601,4227,112880,1692684539.0
16198010,89916,1963112,1692684540.0
8274,7320,420958,1692684540.0
1262,65850,2104220,1692684540.0
18691,7196,36533,1692684540.0
808034,18302,90008,1692684541.0
808034,18302,90008,1692684541.0
808034,18302,90008,1692684541.0
10409601,29,486,1692684541.0
73013724,251,28671,1692684541.0
94355,1032,22290,1692684541.0
73013724,251,28671,1692684542.0
94355,1032,22290,1692684542.0
73013724,251,28671,1692684542.0
79806,525,17404,1692684542.0
808034,18302,90008,1692684543.0
808034,18302,90008,1692684543.0
808034,18302,90008,1692684543.0
808034,18302,90008,1692684543.0
1947704,55,1398,1692684543.0
89094,196,8256,1692684543.0
73013724,251,28671,1692684544.0
73013724,251,28671,1692684544.0
2263179,5998,108685,1692684544.0
468782,8546,135847,1692684544.0
73013724,251,28671,1692684545.0
73013724,251,28671,1692684545.0
468782,8546,135847,1692684545.0
808034,18302,90008,1692684545.0
808034,18302,90008,1692684545.0
434598,1013,88955,1692684545.0
73013724,251,28671,1692684546.0
94355,1032,22290,1692684546.0
8274,7320,420958,1692684546.0
7550,5410,85781,1692684546.0
73013724,251,28671,1692684547.0
6684,5879,600171,1692684547.0
1633243,101,2533,1692684547.0
94355,1032,22290,1692684547.0
230495,69,3060,1692684547.0
94355,1032,22290,1692684547.0
12601,4227,112880,1692684548.0
6476,2038,25270,1692684548.0
468782,8546,135847,1692684548.0
468782,8546,135847,1692684548.0
89830003,2,96,1692684549.0
1063,99677,6182716,1692684549.0
1063,99677,6182716,1692684549.0
6547149,1154,12651,1692684549.0
46521,1009,8224,1692684549.0
46521,1009,8224,1692684549.0
468782,8546,135847,1692684550.0
468782,8546,135847,1692684550.0
468782,8546,135847,1692684550.0
1262,65850,2104220,1692684550.0
1063,99677,6182716,1692684551.0
1063,99677,6182716,1692684551.0
12601,4227,112880,1692684551.0
107457,727,7206,1692684551.0
6476,2038,25270,1692684551.0
73013724,251,28671,1692684551.0
73013724,251,28671,1692684552.0
468782,8546,135847,1692684552.0
1063,99677,6182716,1692684552.0
24629,181,452226,1692684552.0
78853109,110,2502,1692684553.0
468782,8546,135847,1692684553.0
468782,8546,135847,1692684553.0
1063,99677,6182716,1692684553.0
1063,99677,6182716,1692684554.0
73013724,251,28671,1692684554.0
73013724,251,28671,1692684554.0
1063,99677,6182716,1692684554.0
1063,99677,6182716,1692684555.0
6547149,1154,12651,1692684555.0
13181,2919,22093,1692684555.0
1089558,48,14476,1692772325.0
3894635,40,563,1692772326.0
18995316,49,1960,1692772326.0
882349,95,736,1692772328.0
61469,202,1812,1692772328.0
21514196,151,5035,1692772330.0
6910,11000,342625,1692772332.0
9730586,871,29587,1692772332.0
61400,531,10409,1692772333.0
77169664,18,42,1692772333.0
73828006,3,107,1692772335.0
68746191,7,31,1692772335.0
69660814,24,45,1692772336.0
81922135,5,59,1692772336.0
131915,148,1670,1692772338.0
62804,142,1562,1692772338.0
1889003,53,331,1692772339.0
3149515,31,7845,1692772339.0
2937626,36,1918,1692772340.0
3628379,58,1232,1692772340.0
18192301,20,113,1692772342.0
84939936,14,51,1692772342.0
70803322,3,4,1692772600.0
44786,135,15365,1692772600.0
106551,286,4707,1692772602.0
308409,2354,32082,1692772602.0
3928505,12,50,1692772603.0
4376443,1,25,1692772603.0
36019672,1,95,1692772605.0
58569536,60,200,1692772606.0
35696106,12,1064,1692772606.0
543150,38,2213,1692772607.0
210234,13,707,1692772607.0
583005,352,4485,1692772609.0
69642092,3,1100,1692772609.0
11034338,3,1574,1692772610.0
2680550,31,169,1692772610.0
10937173,42,819,1692772612.0
82327978,31,280,1692772612.0
3566984,145,847,1692772613.0
89737107,6,71,1692772613.0
2803017,39,896,1692772614.0
35444763,355,1097,1692772614.0
84855353,148,857,1692772616.0
10229031,43,10504,1692772616.0
2144424,513,24782,1692772617.0
11768999,27,209,1692772617.0
1215629,451,184617,1692772619.0
1981697,77,1753,1692772619.0
93094245,3,150,1692772620.0
20397,18745,45329,1692772620.0
82884837,45,6539,1692772621.0
72739246,10,230,1692772621.0
95734747,1,3,1692772623.0
10279563,74,1086,1692772623.0
90666319,10,12434,1692772624.0
436163,333,5839,1692772624.0
750072,1471,157212,1692772626.0
750072,1471,157212,1692772626.0
278493,80,417,1692772627.0
1313100,83,69123,1692772627.0
313823,473,109977,1692772628.0
440105,64,2189,1692772628.0
6648075,17,27205,1692772630.0
1313822,55,4857,1692772630.0
15083522,177,2416,1692772632.0
3194825,42,1721,1692772632.0
68921004,12,10327,1692772633.0
16318,1686,14445,1692772633.0
9260752,173,11127,1692772635.0
2214679,3023,25326,1692772635.0
35512060,36,22724,1692772636.0
13391879,96,29796,1692772636.0
1012693,125,1803,1692772637.0
18106858,116,11894,1692772637.0
14467750,305,56930,1692772639.0
1268739,77,5092,1692772639.0
28966001,19,18878,1692772640.0
82559090,14,1527,1692772640.0
87720672,1,511,1692772642.0
91098929,6,241,1692772642.0
47660218,7,268,1692816979.0
89721371,2,82,1692816979.0
47238,764,11976,1692816979.0
1044,273293,5559823,1692816979.0
1180728,366,6862,1692816979.0
89768356,11,377,1692816979.0
164992,111,47802,1692816979.0
65515408,31,285,1692816979.0
15363324,50,237,1692816979.0
88421962,44,362,1692816979.0
1318870,41,1150,1692816979.0
96654985,0,1,1692816979.0
1318870,41,1150,1692816979.0
96360915,2,41,1692816979.0
2740813,315,24731,1692816979.0
80051634,16,1767,1692816979.0
487710,805,1168,1692816979.0
2389778,27,4446,1692816979.0
6967,1257,47800,1692816979.0
66932,26,2256,1692816979.0
77757558,13,613,1692816979.0
10035810,26328,222396,1692816979.0
10035810,26328,222396,1692817060.0
45068,3293,49413,1692817060.0
6648075,17,27218,1692817060.0
164707,3960,90021,1692817060.0
28142959,18,2585,1692817060.0
1712352,25,707,1692817060.0
10035810,26328,222396,1692817060.0
81471675,2,359,1692817060.0
80777602,2,75,1692817060.0
43041,2637,12116,1692817060.0
2476170,23,382,1692817060.0
3769582,15,267,1692817060.0
2893575,9,770,1692817060.0
10035810,26328,222396,1692817060.0
2083295,848,17648,1692817060.0
82695521,37,8601,1692817060.0
95019864,6,904,1692817060.0
613812,1555,133465,1692817060.0
54133543,49,8678,1692817060.0
1364228,74,18725,1692817060.0
35633786,5,36,1692817140.0
21514196,152,5039,1692817140.0
43558,99,4605,1692817140.0
10035810,26328,222396,1692817140.0
10035810,26328,222396,1692817140.0
10035810,26328,222396,1692817140.0
22286034,18,801,1692817140.0
332139,158,29195,1692817140.0
79919162,6,2069,1692817140.0
11056,13096,1711262,1692817140.0
16029992,3,10,1692817140.0
123507,208,13328,1692817140.0
89930579,4,206,1692817140.0
701854,5708,54462,1692817140.0
29039424,41,4945,1692817140.0
10599076,297,93995,1692817140.0
16775,476,38407,1692817140.0
165747,74,22983,1692817140.0
29686,163,118109,1692817140.0
80294339,5,41,1692817140.0
11213065,11,316,1692817140.0
1091069,244,13646,1692817220.0
164834,9267,765364,1692817220.0
77129996,1,6,1692817220.0
15232600,5,613,1692817220.0
3540705,1404,107371,1692817220.0
2689946,237,157196,1692817220.0
164331,3582,258661,1692817220.0
7260,1200,196369,1692817220.0
1197199,51,18399,1692817220.0
2958,3157,49098,1692817220.0
729238,274,33488,1692817220.0
1179727,94,4101,1692817220.0
10324459,135,11818,1692817220.0
81350906,43,3774,1692817220.0
40909281,58,1309,1692817220.0
10801655,23951,537137,1692817220.0
701236,442,3527,1692817220.0
3384,27324,57319,1692817220.0
9454649,207,9525,1692817220.0
9180398,123,742,1692817220.0
3432,36660,278160,1692817220.0
17937,2577,515638,1692817220.0
7990,10315,81046,1692817220.0
89687784,3,139,1692817301.0
69419,557,2772,1692817301.0
10035810,26328,222400,1692817302.0
10035810,26328,222400,1692817302.0
10035810,26328,222400,1692817302.0
641035,645,18494,1692817302.0
165257,6638,95517,1692817302.0
9223341,140,9316,1692817302.0
14070878,264,45720,1692817302.0
79815,213,20539,1692817302.0
11056,13096,1711272,1692817302.0
52176410,28,23273,1692817302.0
10854663,26,23290,1692817302.0
45593,334,24530,1692817302.0
77757558,13,613,1692817302.0
76412394,70,27600,1692817302.0
1656268,1540,180178,1692817302.0
6134,428,4012,1692817302.0
373568,361,215051,1692817302.0
545751,142,100308,1692817302.0
29091,95,23372,1692817302.0
2510434,258,2403,1692817382.0
2756204,853,192990,1692817382.0
18255,3991,53270,1692817382.0
16742,1681,40327,1692817382.0
15355,13,17555,1692817382.0
53185587,72,1031,1692817382.0
6088,5006,304446,1692817382.0
92409,226,11942,1692817382.0
14407234,40,9253,1692817382.0
1885564,36,1905,1692817382.0
10035810,26328,222400,1692817382.0
6641761,245,3230,1692817382.0
5235,12457,2147585,1692817382.0
80705,729,3798,1692817382.0
40848932,3,152,1692817382.0
118551,43,1899,1692817382.0
45593,334,24531,1692817382.0
27057164,19,8465,1692817382.0
80705,729,3798,1692817382.0
7012604,38,10318,1692817382.0
30186,168,2039,1692817382.0
24836,659,11485,1692817382.0
12178391,7,851,1692817464.0
142571,357,34013,1692817464.0
11243687,131,26541,1692817464.0
1012425,454,1610,1692817464.0
2394652,2488,21277,1692817464.0
165257,6638,95517,1692817464.0
82533810,3,823,1692817464.0
11056,13096,1711282,1692817464.0
6044,1954,350563,1692817464.0
78810685,5,95,1692817464.0
72456010,30,15501,1692817464.0
1463,83579,1460893,1692817464.0
29293182,6,13236,1692817464.0
77387513,23,24115,1692817464.0
11056,13096,1711283,1692817464.0
1463,83579,1460893,1692817464.0
18476,2123,853461,1692817464.0
2908367,1750,164650,1692817464.0
2648958,12,11790,1692817464.0
1977034,17,1426,1692817464.0
316938,485,7475,1692817464.0
3101619,8,2086,1692817545.0
827183,640,484532,1692817545.0
7032083,118,41004,1692817545.0
1373835,983,4956,1692817545.0
15240711,1592,207242,1692817545.0
9187114,207,64457,1692817545.0
10801655,23951,537139,1692817545.0
74022590,15,9639,1692817545.0
27292,2098,679263,1692817545.0
34654317,31,70430,1692817545.0
14352,751,418426,1692817545.0
1841,87256,1663939,1692817545.0
2121,14567,143091,1692817545.0
92294,113,1261,1692817545.0
74303,35,1253,1692817545.0
8118,7104,68605,1692817545.0
232557,950,8185,1692817545.0
17900699,10,3363,1692817545.0
25461,585,252502,1692817545.0
17937,2577,515645,1692817545.0
9223341,140,9316,1692817545.0
7242,64102,221435,1692817545.0
4787,13092,1303832,1692817626.0
9328925,47,84911,1692817626.0
14113,811,47150,1692817626.0
77143692,53,2171,1692817626.0
34654317,31,70430,1692817626.0
67572051,2015,285305,1692817626.0
6575603,118,174651,1692817626.0
10599076,297,93995,1692817626.0
13713353,6,769,1692817626.0
73431608,0,658,1692817626.0
6587671,7,325,1692817626.0
10432834,41,1277,1692817626.0
18783638,26,1020,1692817626.0
84645,555,37749,1692817626.0
1369363,278,3616,1692817626.0
157240,296827,6146253,1692817626.0
165464,4886,309314,1692817626.0
33249838,13,6681,1692817626.0
140581,1546,69552,1692817626.0
9371344,447,11568,1692817626.0
3067,156740,5043809,1692817626.0
61677,2818,391824,1692817706.0
31356620,64,34805,1692817706.0
38117,287,215735,1692817706.0
1612340,89,15405,1692817706.0
417618,147,136350,1692817706.0
1637,42546,879477,1692817706.0
23740523,59,357,1692817706.0
11742196,17,170,1692817706.0
14467750,304,56996,1692817706.0
1783020,112,10591,1692817706.0
3684,971,220173,1692817706.0
475428,730,31209,1692817706.0
10247020,242,7554,1692817706.0
14392471,403,63653,1692817706.0
14628031,38,4194,1692817706.0
117620,81,10732,1692817706.0
124391,8,27915,1692817706.0
71010895,3,196,1692817706.0
34654317,31,70431,1692817706.0
5140,18359,1083228,1692817706.0
327412,169,6939,1692817706.0
88804,332,2560,1692817706.0
5235,12457,2147591,1692817706.0
890145,1850,204470,1692817786.0
78095772,20,5159,1692817786.0
55215,997,71278,1692817786.0
318540,1092,103350,1692817786.0
2562128,657,83718,1692817786.0
33264,1501,40889,1692817786.0
1106954,61,9983,1692817786.0
99097,154,48818,1692817786.0
2826091,10,72,1692817786.0
37497578,7,6,1692817786.0
77712306,9,2130,1692817786.0
35642069,8,30,1692817786.0
1353,567835,13592250,1692817786.0
11056,13096,1711315,1692817786.0
33278075,33,10990,1692817786.0
1681,32197,2609057,1692817786.0
17516,2731,40702,1692817786.0
35351,396,3802,1692817786.0
2684081,302,344958,1692817786.0
10469647,246,47336,1692817786.0
11056,13096,1711321,1692817866.0
11056,13096,1711321,1692817866.0
969699,7,7631,1692817866.0
481931,47,2740,1692817866.0
4787,13092,1303853,1692817866.0
72483,7529,91979,1692817866.0
9195529,182,5714,1692817866.0
4787,13092,1303853,1692817866.0
266132,82,41090,1692817866.0
96121422,53,1027,1692817866.0
26569406,25,227,1692817866.0
71001459,66,9146,1692817866.0
16164204,14,11168,1692817866.0
131001,77,623,1692817866.0
18921,557,80624,1692817866.0
89810312,1,93,1692817866.0
95675928,23,3563,1692817866.0
331509,202,50073,1692817866.0
375438,424,9394,1692817866.0
594182,29,755,1692817866.0
131001,77,623,1692817866.0
314772,9,351,1692817866.0
108486,71,6367,1692817866.0
1318,290191,7782514,1692817947.0
96692,962,125713,1692817947.0
1265173,31,1784,1692817947.0
1316967,133,11591,1692817947.0
25461,585,252504,1692817947.0
72130268,2,24276,1692817947.0
7941225,145,112243,1692817947.0
7242,64102,221435,1692817947.0
17937,2577,515651,1692817947.0
4122,2899,62539,1692817947.0
27292,2098,679273,1692817947.0
1552579,848,19464,1692817947.0
961273,110,21422,1692817947.0
90396,745,97711,1692817947.0
2872071,4,1238,1692817947.0
8234,6788,42292,1692817947.0
1286891,695,75586,1692817947.0
75041012,89,47894,1692817947.0
16742,1681,40328,1692817947.0
80065524,24,5403,1692817947.0
80980042,47,3510,1692817947.0
77757558,13,613,1692817947.0
20121834,75,1806,1692817947.0
14632005,366,139637,1692818027.0
1372291,42,17251,1692818027.0
78336991,5,3,1692818027.0
165295,24401,200460,1692818027.0
5235,12457,2147603,1692818027.0
1851642,18,47391,1692818027.0
3758,3041,20756,1692818027.0
165118,10316,74134,1692818027.0
77607954,2,1544,1692818027.0
47040,1927,296939,1692818027.0
132625,161,54584,1692818027.0
911461,551,92554,1692818027.0
18348487,24457,2599978,1692818027.0
11229,4764,633515,1692818027.0
28129827,15,6932,1692818027.0
18660,295,5556,1692818027.0
503712,421,9484,1692818027.0
166340,9985,273646,1692818027.0
11229,4764,633515,1692818027.0
750072,1471,157427,1692818027.0
306672,59,7059,1692818027.0
70560,693,15168,1692818027.0
1679692,48,4605,1692818107.0
15956153,13,16,1692818107.0
26574100,34,10548,1692818107.0
28406927,21,291,1692818107.0
7288391,152,172,1692818107.0
816297,58,295,1692818107.0
165295,24401,200460,1692818107.0
21213719,427,5518,1692818107.0
2503130,1363,85924,1692818107.0
3029525,3155,57878,1692818107.0
48682,739,4204,1692818107.0
74702276,12,5211,1692818107.0
22208562,2173,63427,1692818107.0
27240013,19,6921,1692818107.0
42723251,547,6932,1692818107.0
1656268,1540,180178,1692818107.0
163743,29737,664130,1692818107.0
5389219,32,931,1692818107.0
1463,83579,1460898,1692818107.0
166421,3249,37921,1692818107.0
23841,485,19991,1692818107.0
79668835,135,5269,1692818107.0
1681,32197,2609089,1692818107.0
4674,17957,138185,1692818187.0
16263152,42,2337,1692818187.0
35529,195,2630,1692818187.0
2183652,1109,453743,1692818187.0
17937,2577,515651,1692818187.0
37894,236,4242,1692818187.0
16118,3846,27382,1692818187.0
91743578,0,123,1692818187.0
27099119,72,1390,1692818187.0
82533810,3,824,1692818187.0
56092,35,2363,1692818187.0
11190179,128,34051,1692818187.0
30679342,36,285,1692818187.0
1507699,79,3056,1692818187.0
1960295,78,1757,1692818187.0
3476,10095,3374336,1692818187.0
165383,5321,78349,1692818187.0
933942,344,17286,1692818187.0
11229,4764,633515,1692818187.0
2838631,1,7972,1692818187.0
2275216,29,656,1692818187.0
42723251,547,6932,1692818187.0
11229,4764,633515,1692818187.0
1952028,464,23881,1692818268.0
2615835,187,43089,1692818268.0
48528,301,19041,1692818268.0
35689556,115,36401,1692818268.0
1681,32197,2609099,1692818268.0
586645,175,46215,1692818268.0
2474662,1122,554168,1692818268.0
23674217,33,10940,1692818268.0
156470,273,49706,1692818268.0
91447303,3172,526007,1692818268.0
14680,297,19300,1692818268.0
2604933,257,27529,1692818268.0
3809210,1,178,1692818268.0
3181342,737,43162,1692818268.0
86694680,1954,227557,1692818268.0
1335118,393,18214,1692818268.0
11056,13096,1711358,1692818268.0
11056,13096,1711358,1692818268.0
18340489,68,55891,1692818268.0
2684081,302,344966,1692818268.0
82712,112,1418,1692818268.0
11056,13096,1711359,1692818268.0
2560345,195,32003,1692818351.0
65808,1241,40907,1692818351.0
766876,772,352953,1692818351.0
2689946,237,157200,1692818351.0
15240711,1592,207248,1692818351.0
85964,292,33668,1692818351.0
1417153,58,42827,1692818351.0
18102043,42554,78871,1692818351.0
