job_id,company_id,title,max_salary,min_salary,location
3690463255,7307355,Senior Direct Support Professional,23.1,18.9,"Baltimore, MD"
3690464010,11032952,HVAC Installer,,,Greater Philadelphia
3690464312,25073964,Executive Sous Chef,86000.0,65000.0,"Beltsville, MD"
3690466064,79239,Order Management & Document Support Clerk,,,"Ithaca, NY"
3690468614,27792,"Secretary-Treasurer, Airlines Clearing House, Inc",,,Washington DC-Baltimore Area
3690470734,63010,Accounts Payable Specialist,,,"Baltimore, MD"
3690471580,4754521,Medical Doctor,,,"Eldersburg, MD"
3690472919,,Sales Specialist,,,"Clarksville, IN"
3690489493,3602072,Controller,100000.0,80000.0,"Houston, TX"
3690492617,1228217,Project Engineer,,,"De Forest, WI"
3690494629,18801226,Staff Accountant,,,"Dyersville, IA"
3690496660,8520024,Retail Salesperson,,,"Wellesley, MA"
3690601234,18801226,Senior Staff Accountant,80000.0,60000.0,"Dyersville, IA"
3690604864,6369906,New Business and Service Specialist,,,"West Columbia, SC"
3690610800,27111495,Tax Specialist,,,"Oklahoma City, OK"
3690611859,81535497,Tax Attorney,,,"Wichita, KS"
3690613145,1342014,Product Engineer II,80000.0,64389.0,"Archbold, OH"
3690614159,7291754,Full Charge Bookkeeper,45000.0,35000.0,"Grand Rapids, MN"
3690622639,2934272,Roofing Program Manager,65000.0,55000.0,"Milwaukee, WI"
3690627674,30150412,Agent Services Coordinator,,,"Henrico, VA"
3690635702,78060358,Support Desk Technician,,,"Brentwood, TN"
3690637337,19117909,Office Manager,,,"Washington, DC"
3690650655,255406,Preventative Maintenance Sales,,,"Exeter, NH"
3690652915,285027,Regional Account Manager,,,"Chicago, IL"
3690661006,40692536,Business Development Manager,,,"Orlando, FL"
3690663520,11555975,Human Resources Intern (Paid),,,"Philadelphia, PA"
3690664476,301266,Membership Manager,,,"Malvern, PA"
3690664657,922460,Accounts Payable Coordinator,,,"Utica, MI"
3690665137,11001662,Accounting Manager,,,"Miami, FL"
3690665864,51716,Project Manager,,,"Overland Park, KS"
3690668153,25963,Operations Manager (Market Manager),,,"Valley Cottage, NY"
3690671085,2651262,Federal Capture Manager / Proposal Writer,,,Washington DC-Baltimore Area
3690671366,1536527,OT Supervisor,72000.0,65000.0,"Goshen, NY"
3690671407,54945276,Opportunity for Private Practice therapist,,,"East Lyme, CT"
3690673180,,Retirement Plan Producer,,,"Burlington, VT"
3690673578,72628508,Senior Electronic Design Engineer - Power Systems,,,"Tampa, FL"
3690674396,70101837,Litigation Associate,,,"New York, NY"
3690679726,,Associate Attorney,,,"Tampa, FL"
3690689188,27241994,Finance and Grants Manager,70000.0,70000.0,"New London, CT"
3690692186,61242,Seasonal Payroll/Data Entry Clerk,,,"Hudson, OH"
3690697852,,Manufacturers' Outside Sales Representative,,,"Charlotte, NC"
3690699783,9599126,Certified Nurse Practitioner,,,"Providence, RI"
3690699930,9599126,Medical Assistant,,,"Providence, RI"
3690804650,260776,Director of Engineering,190000.0,127000.0,"Largo, FL"
3690808251,2945366,Interior Designer / Project Manager,60000.0,45000.0,"Mount Juliet, TN"
3690809682,9599126,Accounting Associate,,,"Providence, RI"
3690811863,64256270,Regional Sales Executive,,,"La Grange, IL"
3690813079,16251153,Commercial Lines Account Manager,,,"St Petersburg, FL"
3690813856,1476408,Assistant Front Office Manager,75000.0,70000.0,"New York, NY"
3690815771,461301,Brokerage and Transaction Coordinator,,,"Orlando, FL"
3690819024,153682,"Supervisor, Deductions",,,"Billerica, MA"
3690821627,90636422,Credit and Asset Management Vice President,200000.0,200000.0,"New York, NY"
3690825634,80998774,Retention Marketing Manager,,,Nashville Metropolitan Area
3690828940,71558880,Marketing Product Manager,,,"Conshohocken, PA"
3690830913,29037477,Payroll Specialist,,,"Frisco, TX"
3690832043,965922,Human Resources Generalist,70000.0,70000.0,"Arlington Heights, IL"
3690834347,84013022,Senior Training Coordinator,75000.0,65000.0,"Hamilton, OH"
3690835135,1505704,Enterprise Business Analyst,,,Greater Pittsburgh Region
3690835330,11234188,Customer Experience Representative,,,"Charlottesville, VA"
3690836590,74886057,Assistant District Attorney,112372.0,83433.0,"Oswego, NY"
3690836861,56861,DIRECTOR OF INSTITUTIONAL GIVING,,,"Chicago, IL"
3690837484,,Traveling Sales Associate,50000.0,50000.0,"Atlanta, GA"
3690838132,1505704,Operational & Treasury Management Risk Officer VP,,,Greater Pittsburgh Region
3690840013,14015698,"Executive Chef, Palm Beach",,,"Palm Beach, FL"
3690840360,2692195,Vice President of Finance,,,"Bradenton, FL"
3690840799,10223966,Trading Associate,85000.0,65000.0,"New York, NY"
3690841034,74886057,Social Services Attorney,112372.0,83433.0,"Mexico, NY"
3690841300,74540132,General Manager,60000.0,50000.0,"Glastonbury, CT"
3690841406,477012,Russian Linguist with TS/SCI ,110000.0,100000.0,"Quantico, VA"
3690841515,82160322,Bilingual Account Manager (Mandarin),,,"Queens, NY"
3690841533,150217,Director of Finance & Controller ,,,"Sheboygan, WI"
3690841599,8167270,Process Engineer,,,"Randolph, NJ"
3690842485,1343839,Green Building Consultant,100000.0,70000.0,United States
3690843087,6049228,Real Estate Staff Accountant,65000.0,55000.0,"Norwood, MA"
3690843414,,Family Practice NP/ PA-C,145000.0,95000.0,"Arlington, MA"
3690844311,15440862,Accounting Assistant,,,"Farmingdale, NY"
3690844336,112386,IT Service Desk Supervisor,120000.0,110000.0,"Washington, DC"
3690844811,11420962,Reliability Engineer,,,"Augusta, GA"
3690844895,16063763,Contract Specialist,,,Washington DC-Baltimore Area
3690846882,40775779,Director of Consulting - Automotive Retail Performance Optimization,275000.0,200000.0,"West Nyack, NY"
3690847441,1211072,Principal Analyst CNAF,,,"Norfolk, VA"
3690849028,,Client Services Associate,65000.0,45000.0,"Boca Raton, FL"
3690849145,,Family Physician,300000.0,250000.0,"Arlington, MA"
3690849528,4743385,Mechanical Engineer,,,"Plattsburgh, NY"
3690849991,109690,Industrial Designer,,,"New Castle, DE"
3690850853,82809834,Digital Marketing Manager,125000.0,100000.0,"Libertyville, IL"
3690851117,40686676,Litigation Paralegal,65000.0,45000.0,"New York, NY"
3690853209,5103135,INBOUND LOGISTICS ASSOCIATE,20.0,18.0,"Brooklyn, NY"
3690857635,25719,Senior Account Director,,,Greater Milwaukee
3690859113,64948032,Digital Marketing Manager,,,"Bethesda, MD"
3690859360,99429,Leasing Coordinator,21.0,20.0,"College Park, MD"
3690860158,2281751,Information Technology Support Engineer,75000.0,65000.0,"Devon, PA"
3690865969,79688206,Project Manager,,,"Winter Park, FL"
3690867240,1724775,Mechanical Designer,48.0,40.0,"Manassas, VA"
3690867559,,Bookkeeper,,,"Naples, FL"
3690868912,8596,Financial Analyst,,,"Fulton, NY"
3690868934,22330287,Warehouse & Logistics Supervisor,,,"Somerset, NJ"
3690869468,80851163,Computer Numerical Control Operator,,,"Dallas, TX"
3690869667,2562534,Dermatologist,,,"Miami, FL"
3690870151,88171782,"Environment, Health and Safety Manager",115000.0,89949.0,"Silverdale, WA"
3690870383,88171782,"Environment, Health and Safety Manager",115000.0,89949.0,San Francisco Bay Area
3690870497,2434292,Nursing Manager,,,"Daytona Beach, FL"
3690870668,165416,ASSOCIATE DESIGNER,,,"Marshalltown, IA"
3690871224,34220,CRM & Sales Enablement Analyst,,,"Eden Prairie, MN"
3690875253,27176653,Community Manager,,,"Columbus, OH"
3690876465,104849,Director of Finance,,,"Omaha, NE"
3690882678,9527703,Area Director of Operations,,,"Pensacola, FL"
3690885518,11753,Personal Trainer,,,"New York, NY"
3690888827,11753,Personal Trainer,,,"New York, NY"
3691763971,,Welder,,,Rocky Mount-Wilson Area
3691775263,2641066,Maintenance Technician (2:00pm - 10:30pm),,,"Westmont, IL"
3691779379,96649998,Independent Contractor,,,Detroit Metropolitan Area
3691786992,82684341,Optometrist,,,"Milwaukee, WI"
3691789797,82296828,(CDL) Commercial Truck Driver- Immediate Hire,,,"Elgin, TX"
3691789919,,Nursing Manager,,,"St Paul, MN"
3691792844,86746333,Senior Electrical Engineer,,,"Old Fort, NC"
3691793575,718651,Front Desk Receptionist,,,"Murray, UT"
3691794313,,Sales & Customer Support Specialist,22.0,19.0,"Arkansas, United States"
3691795305,4781041,Licensed Mental Health Counselor,,,"Indianapolis, IN"
3691795389,,Outside Sales Representative Portland Vancouver area,70000.0,68000.0,"Portland, OR"
3691795980,7573454,Data Engineer,,,United States
3691796226,1434753,Sr. AV Designer,,,"West Valley City, UT"
3691797089,,Lead Installer for Top Family-Owned Concrete Coatings in Central Ohio,22.0,18.0,"Columbus, OH"
3691797249,90844,Preschool Teacher,26.0,21.0,"Highlands Ranch, CO"
3691797924,91459053,Work From Home - Mobile App Tester,,,"Orange County, CA"
3691797973,145145,Sales Specialist,,,United States
3691797979,2899710,Mechanical Engineer II,120250.0,98924.0,"Waimea, HI"
3691797980,20338460,Licensed Surveyor,,,"Indianapolis, IN"
3691797982,90633414,Recruitment Consultant,,,United States
3691798875,2902815,Vice President of Sales,,,Greater Indianapolis
3691798879,371180,Board Certified Behavior Analyst,85000.0,75000.0,"Westmont, IL"
3691799048,10563070,Middle School English Language Arts Teacher,,,"Kansas City, KS"
3691799449,88684,Value Stream Manager,135000.0,120000.0,Los Angeles Metropolitan Area
3691799459,14615655,Traffic control safety supervisor/ trainer,,,"Sioux City, IA"
3691799471,69571610,"Manager, Regulatory Affairs",135300.0,98400.0,"Calabasas, CA"
3691799472,3657,"Director of Development, Ross and Carol Nese College of Nursing",,,"University Park, PA"
3691799474,62424,Business Manager (Assistant Property Manager),18.0,16.0,"Barstow, CA"
3692300220,18630069,Automation Technician,,,"Midland, TX"
3692300361,1387626,Assistant Community Manager,,,"Garner, NC"
3692300372,35602,Vice President of Lending Strategy,280000.0,180000.0,Greater Sacramento
3692300409,18872958,Manager of Email Marketing,,,"Chicago, IL"
3692301009,89908682,Assistant to Sales Director,,,"Chicago, IL"
3692301162,2502541,Information Technology Project Manager,73.0,65.0,"Lansing, MI"
3692301165,9516195,"Director, Talent Management",,,United States
3692301169,298409,Real Estate Paralegal,63000.0,60000.0,"Wilton, CT"
3692301171,298409,Project Assistant,48000.0,35000.0,"Minnetonka, MN"
3692302089,37768,Data Scientist/ Product Analyst ,80.0,70.0,"San Francisco, CA"
3692302091,91187899,Real Estate Agent (GA),,,"Georgia, United States"
3692303023,7032083,Azure DevOps Engineer,,,"Durham, NC"
3692303024,33874,Limited Radiographer - Palmetto Family Medicine ,,,"West Columbia, SC"
3692303025,8986045,Supv Pricing and Contracts,,,"Dallas, TX"
3692338006,37270045,Senior Project Architect,,,"Napa, CA"
3692353287,71612518,Freelance Videographer,,,"Sacramento, CA"
3692361903,3671,Block Advisor - Remote Tax Professional,,,"Patchogue, NY"
3692361906,3671,Block Advisor - Remote Tax Professional,,,"White Plains, NY"
3692361910,3671,Block Advisor - Remote Tax Professional,,,"Plainsboro, NJ"
3692361914,3671,Block Advisor - Remote Tax Professional,,,"Woodbury, MN"
3692361915,3671,Block Advisors Tax Advisor,,,"North Miami, FL"
3692362852,3671,Block Advisor - Remote Tax Professional,,,"Lakewood, NJ"
3692362854,3671,Block Advisor - Remote Tax Professional,,,"St Charles, MO"
3692362958,2413926,TicketManager - Customer Support Specialist,24.0,22.0,"Tempe, AZ"
3692362963,3663488,Software Engineer- Graphics Designer,,,United States
3692363690,3671,Tax Professional - Franchise Location,,,"West Point, VA"
3692363702,3671,Block Advisor - Remote Tax Professional,,,"Lake Charles, LA"
3692363706,3671,Block Advisor - Remote Tax Professional,,,"St Louis, Missouri, United States"
3692363707,3671,Block Advisor - Remote Tax Professional,,,"Lutherville, MD"
3692363708,3671,Block Advisor - Remote Tax Professional,,,"Kansas City, MO"
3692363778,2474970,Data Analytics Consultant,,,"Sacramento, CA"
3692363916,87720672,Referral Clerk,16.0,14.0,United States
3692363920,101699,Operations Manager,85000.0,80000.0,"Indianapolis, IN"
3692363921,91098929,Vice President of Growth & Strategy ,,,"Austin, TX"
3692364339,3671,Multi-Unit Team Leader,,,"Easton, PA"
3692364369,3671,Block Advisor - Remote Tax Professional,,,"Fort Myers, FL"
3692364370,3671,Block Advisor - Remote Tax Professional,,,"Belmont, MA"
3692364372,3671,Block Advisor - Remote Tax Professional,,,"Columbus, IN"
3692364374,3671,Block Advisor - Remote Tax Professional,,,"Cambridge, MA"
3692364378,3671,Block Advisors Tax Advisor,,,"Salt Lake City, UT"
3692364379,3671,Block Advisors Tax Advisor,,,"Colorado Springs, CO"
3692364380,3671,Block Advisors Tax Advisor,,,"Tampa, FL"
3692364483,,Cheerleading Coach,,,"Aurora, IL"
3692364560,4857886,President TOA Global - North America,300000.0,250000.0,"Fort Worth, TX"
3692364583,47660218,Head of Visual Design Operating Systems,170000.0,70000.0,United States
3692364599,,Real Estate Broker,,,"Fishers, IN"
3692365234,3671,Block Advisor - Remote Tax Professional,,,"Gambrills, MD"
3692365236,3671,Block Advisor - Remote Tax Professional,,,"Elmwood Park, IL"
3692365238,3671,Block Advisor - Remote Tax Professional,,,"Montgomery Village, MD"
3692365242,3671,Block Advisors Tax Advisor,,,"Broomfield, CO"
3692365243,3671,Block Advisors Tax Advisor,,,"Longmont, CO"
3692366202,3671,Tax Professional - Franchise Location,,,"Green Forest, AR"
3692366207,3671,Block Advisor - Remote Tax Professional,,,"Rockville, MD"
3692366208,3671,Block Advisor - Remote Tax Professional,,,"Bay City, MI"
3692366209,3671,Block Advisor - Remote Tax Professional,,,"Harvey, LA"
3692366211,3671,Block Advisor - Remote Tax Professional,,,"Short Hills, NJ"
3692366212,3671,Block Advisor - Remote Tax Professional,,,"West Bloomfield Township, MI"
3692366214,3671,Block Advisor - Remote Tax Professional,,,"Natick, MA"
3692366220,3671,Block Advisors Tax Advisor,,,"Greenwich, CT"
3692366441,1584751,Continuous Improvement Manager,,,"Chicago, IL"
3692367174,3671,Block Advisor - Remote Tax Professional,,,"Park Ridge, IL"
3692367178,3671,Block Advisor - Remote Tax Professional,,,"Birmingham, MI"
3692367179,3671,Block Advisor - Remote Tax Professional,,,"Champlin, MN"
3692367180,3671,Block Advisor - Remote Tax Professional,,,"Belmont, CA"
3692367370,2908367,Service Technician: Auto-Dealership Exp Req,,,"Roseland, NJ"
3692368116,3671,Block Advisor - Remote Tax Professional,,,"Saginaw, MI"
3692368118,3671,Block Advisor - Remote Tax Professional,,,"Las Vegas, NV"
3692368122,3671,Block Advisors Tax Advisor,,,"Charleston, SC"
3692368249,2908367,Construction Project Manager,,,"Sacramento, CA"
3692368330,90723074,Assistant Resource Center Manager,55189.0,45052.0,"Tucson, AZ"
3692369039,206587,Senior Communications Strategist,,,"San Diego, CA"
3692369084,205127,NEW & REMOTE CONTRACT - PRINCIPAL CONSULTANT / IBM Planning Analytics / Cognos TM1 Practice Lead ,,,United States
3692370024,344890,IBM TM1 / Planning Analytics Consultants,,,United States
3693028967,89721371,Datacenter Technician,50.0,15.0,"Alpharetta, GA"
3693028975,47238,Human Resources Generalist,,,"Wausau, WI"
3693031616,1044,External Audit Manager - Insurance - United States,,,"Irvine, CA"
3693032353,1180728,Legal Clerk,23.48,23.48,"Wichita, KS"
3693033842,89768356,Fulfillment Manager,85000.0,75000.0,"Reston, VA"
3693034684,164992,Localization Manager,56.0,51.0,"Culver City, CA"
3693034691,65515408,U65 Health Agent,,,United States
3693034850,15363324,Project Engineer,,,Greater Seattle Area
3693035413,88421962,Operation Key Account Specialist,,,"Miami, FL"
3693035505,1318870,Afterschool Program Support Staff (King),,,"Omaha, NE"
3693035554,96654985,Associate Attorney,160000.0,120000.0,"Los Angeles, CA"
3693035612,1318870,"Assistant Site Director, Afterschool Program (King)",,,"Omaha, NE"
3693036850,96360915,Developer Internship [unpaid],,,"Birmingham, AL"
3693036941,,Certified Orthotist Prosthetist,100000.0,65000.0,"Redding, CA"
3693037054,2740813,iOS Developer,,,"Coppell, TX"
3693037588,80051634,CRM DYNAMICS ARCHITECT,,,"Longwood, FL"
3693037770,,Corporate Sponsorship Specialist for Nationwide Art Battle Events & TV Show,,,United States
3693037942,487710,Secondary Science Teacher,67243.0,55999.0,"Gallup, NM"
3693038067,2389778,Quality Specialist,,,"Brighton, MI"
3693038433,6967,Senior Business Systems Analyst,,,"Dublin, OH"
3693038606,66932,Sales Account Executive,90000.0,60000.0,Greater Fort Collins Area
3693038731,77757558,Executive Administrator,75000.0,65000.0,"Los Angeles, CA"
3693038960,10035810,Production Supervisor,,,"Winston-Salem, NC"
3693038962,10035810,Associate R&D Scientist / Engineer - Packaging,,,Greater Richmond Region
3693038976,45068,Account Executive,,,"Knoxville, TN"
3693038998,6648075,Head of FP&A for PE-backed Company,,,United States
3693039588,164707,"Director, Online Education Programs",96180.0,79060.0,"Bethlehem, PA"
3693039592,28142959,Debt & Equity Broker,,,United States
3693039821,,Housekeeper,21.0,14.0,"McKinney, TX"
3693039908,1712352,Marketing Manager,,,"Scottsdale, AZ"
3693039928,10035810,Operations Manager - Victory Packaging,,,"Chicago, IL"
3693039968,81471675,Materials Specialist,35.0,30.0,"Midland, TX"
3693039983,,Marketing Coordinator,55000.0,52000.0,"Houston, TX"
3693040603,80777602,Multifamily Accountant,,,"Dallas, TX"
3693040696,43041,Float Pool Registered Nurse **PREMIUM PAY**,60.16,38.26,"Boise, ID"
3693040776,2476170,Resource Development Manager,65000.0,60000.0,"Carpentersville, IL"
3693040865,3769582,Senior Electrical Engineer and Designer,,,"Houston, TX"
3693040868,2893575,Technical Support Specialist-Level 1,28.0,22.0,"Costa Mesa, CA"
3693040873,10035810,Material Handler Forklift,,,"Marion, NC"
3693040913,2083295,EVS Operator,70000.0,59000.0,"Seattle, WA"
3693040943,82695521,Azure Data Engineer,,,United States
3693040951,95019864,Head of Information Technology,,,United States
